image,x,y
sun_reg_1932.png,178,33
sun_reg_1933.png,57,138
sun_reg_1934.png,51,206
sun_reg_1935.png,224,119
sun_reg_1936.png,122,67
sun_reg_1937.png,35,93
sun_reg_1938.png,47,47
sun_reg_1939.png,102,156
sun_reg_1940.png,66,67
sun_reg_1941.png,93,108
sun_reg_1942.png,177,107
sun_reg_1943.png,161,156
sun_reg_1944.png,39,194
sun_reg_1945.png,150,69
sun_reg_1946.png,169,77
sun_reg_1947.png,104,162
sun_reg_1948.png,219,57
sun_reg_1949.png,132,67
sun_reg_1950.png,136,49
sun_reg_1951.png,154,174
sun_reg_1952.png,87,137
sun_reg_1953.png,98,61
sun_reg_1954.png,97,103
sun_reg_1955.png,185,107
sun_reg_1956.png,201,187
sun_reg_1957.png,37,164
sun_reg_1958.png,113,149
sun_reg_1959.png,54,172
sun_reg_1960.png,148,49
sun_reg_1961.png,126,95
sun_reg_1962.png,193,42
sun_reg_1963.png,213,81
sun_reg_1964.png,33,53
sun_reg_1965.png,117,220
sun_reg_1966.png,223,53
sun_reg_1967.png,103,204
sun_reg_1968.png,141,158
sun_reg_1969.png,186,89
sun_reg_1970.png,218,102
sun_reg_1971.png,221,217
sun_reg_1972.png,208,51
sun_reg_1973.png,149,128
sun_reg_1974.png,203,44
sun_reg_1975.png,155,55
sun_reg_1976.png,193,72
sun_reg_1977.png,157,88
sun_reg_1978.png,146,79
sun_reg_1979.png,205,169
sun_reg_1980.png,32,103
sun_reg_1981.png,129,49
sun_reg_1982.png,153,120
sun_reg_1983.png,104,70
sun_reg_1984.png,181,177
sun_reg_1985.png,52,194
sun_reg_1986.png,97,217
sun_reg_1987.png,33,89
sun_reg_1988.png,165,48
sun_reg_1989.png,69,223
sun_reg_1990.png,139,122
sun_reg_1991.png,92,211
sun_reg_1992.png,58,143
sun_reg_1993.png,121,80
sun_reg_1994.png,70,105
sun_reg_1995.png,112,102
sun_reg_1996.png,213,149
sun_reg_1997.png,153,95
sun_reg_1998.png,39,45
sun_reg_1999.png,50,165
sun_reg_2000.png,204,96
